Date,Open,High,Low,Close,Adj_Close,Volume,Price,BuyPrice,InvestAmount,UnitsBought,CashUsed,CashRemainder,CumUnits,CumInvested,AvgCost
2014-12-01,9038.41,9164.54,8998.55,9117.71,9117.67,2000200.0,9117.67,9117.67,10000.0,1.096771,10000.0,0.0,151.85082500000001,1135000.0,7474.440787529471
2015-01-05,9292.31,9292.31,9182.02,9274.11,9274.07,2311000.0,9274.07,9274.07,10000.0,1.078275,10000.0,0.0,152.9291,1145000.0,7487.129656814825
2015-02-02,9368.83,9410.43,9352.19,9386.99,9386.95,1650800.0,9386.95,9386.95,10000.0,1.065309,10000.0,0.0,153.99440900000002,1155000.0,7500.2722988469
2015-03-02,9665.11,9690.43,9588.36,9601.36,9601.32,2202800.0,9601.32,9601.32,10000.0,1.041523,10000.0,0.0,155.03593200000003,1165000.0,7514.387051899684
2015-04-01,9575.11,9575.11,9503.53,9507.66,9507.62,1788200.0,9507.62,9507.62,10000.0,1.051788,10000.0,0.0,156.08772000000002,1175000.0,7527.81833189696
2015-05-04,9853.51,9871.65,9800.48,9845.04,9845.0,2298800.0,9845.0,9845.0,10000.0,1.015744,10000.0,0.0,157.10346400000003,1185000.0,7542.799947428274
2015-06-01,9688.13,9692.34,9589.09,9625.69,9625.65,1981100.0,9625.65,9625.65,10000.0,1.038891,10000.0,0.0,158.14235500000004,1195000.0,7556.482891632667
2015-07-01,9311.76,9404.76,9298.36,9375.23,9375.19,1618400.0,9375.19,9375.19,10000.0,1.066645,10000.0,0.0,159.20900000000003,1205000.0,7568.667600449722
2015-08-03,8636.53,8636.53,8482.92,8524.41,8524.37,1822300.0,8524.37,8524.37,10000.0,1.173107,10000.0,0.0,160.38210700000002,1215000.0,7575.658050183864
2015-09-01,8117.5,8119.9,8002.18,8017.56,8017.52,2184600.0,8017.52,8017.52,10000.0,1.247268,10000.0,0.0,161.629375,1225000.0,7579.067851991632
2015-10-01,8194.3,8317.79,8170.78,8295.94,8295.9,2108700.0,8295.9,8295.9,10000.0,1.205415,10000.0,0.0,162.83479,1235000.0,7584.374321973824
2015-11-02,8571.53,8614.77,8524.01,8614.77,8614.73,1570900.0,8614.73,8614.73,10000.0,1.160802,10000.0,0.0,163.995592,1245000.0,7591.667463842566
2015-12-01,8359.27,8463.3,8339.5,8463.3,8463.26,1974700.0,8463.26,8463.26,10000.0,1.181578,10000.0,0.0,165.17717,1255000.0,7597.902300905143
2016-01-04,8315.79,8326.33,8109.09,8114.26,8114.22,1717400.0,8114.22,8114.22,10000.0,1.232404,10000.0,0.0,166.409574,1265000.0,7601.726088187691
2016-02-01,8164.24,8166.8,8110.87,8156.96,8156.92,1818300.0,8156.92,8156.92,10000.0,1.225953,10000.0,0.0,167.635527,1275000.0,7605.786331915191
2016-03-01,8381.38,8489.01,8378.06,8485.69,8485.66,1945500.0,8485.66,8485.66,10000.0,1.178459,10000.0,0.0,168.813986,1285000.0,7611.928551938819
2016-04-01,8700.38,8704.53,8628.94,8657.55,8657.52,1542800.0,8657.52,8657.52,10000.0,1.155065,10000.0,0.0,169.969051,1295000.0,7619.034126395163
2016-05-03,8362.35,8363.59,8268.41,8294.12,8294.09,1644000.0,8294.09,8294.09,10000.0,1.205678,10000.0,0.0,171.174729,1305000.0,7623.788906363625
2016-06-01,8516.08,8603.63,8514.12,8597.16,8597.13,1713400.0,8597.13,8597.13,10000.0,1.163179,10000.0,0.0,172.33790800000003,1315000.0,7630.358377101803
2016-07-01,8692.48,8755.62,8680.53,8738.24,8738.22,1877900.0,8738.22,8738.22,10000.0,1.144398,10000.0,0.0,173.48230600000002,1325000.0,7637.6665179906
